Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,
83942,03/08/2014,1200,0,,18.8,,,,,,
83942,04/08/2014,0000,,21.4,,1.8,9,12.28,90.75,2.333333,
83942,04/08/2014,1200,0.2,,10,,,,,,
83942,05/08/2014,0000,,17,,10.1,0.7,8.64,71.25,1,
83942,05/08/2014,1200,19.6,,3,,,,,,
83942,06/08/2014,0000,,23.6,,10.1,5,16.52,48.25,2.333333,
83942,06/08/2014,1200,0,,8.4,,,,,,
83942,07/08/2014,0000,,19.6,,3.4,8.6,13.76,79.25,2.333333,
83942,07/08/2014,1200,0,,8.8,,,,,,
83942,08/08/2014,0000,,13,,9.3,1.7,7.96,77.75,1.666667,
83942,08/08/2014,1200,4.1,,5.8,,,,,,
83942,09/08/2014,0000,,19.6,,3.6,1.7,13.24,82,1.666667,
83942,09/08/2014,1200,0,,3.4,,,,,,
83942,10/08/2014,0000,,22.8,,5.2,2,18.12,75,1.666667,
83942,10/08/2014,1200,2.5,,13.8,,,,,,
83942,11/08/2014,0000,,24,,8.4,3.6,18.44,68,1.666667,
83942,11/08/2014,1200,0.2,,15,,,,,,
83942,12/08/2014,0000,,18.1,,0,3.9,12.32,100,2,
83942,12/08/2014,1200,14,,8.8,,,,,,
83942,13/08/2014,0000,,8.8,,10.2,0.3,4.6,63.25,2.666667,
83942,13/08/2014,1200,5,,3.2,,,,,,
83942,14/08/2014,0000,,16.8,,10.3,2.7,6.92,60.25,0,
83942,14/08/2014,1200,0,,-0.2,,,,,,
83942,15/08/2014,0000,,18.2,,8.3,3.4,11.52,71,1.666667,
83942,15/08/2014,1200,0,,5.4,,,,,,
83942,16/08/2014,0000,,18.6,,2.1,2.1,15.12,84.5,1.666667,
83942,16/08/2014,1200,0.4,,12.6,,,,,,
83942,17/08/2014,0000,,21.4,,10.1,1.6,15,86.25,1,
83942,17/08/2014,1200,0,,11.8,,,,,,
83942,18/08/2014,0000,,22.8,,10.3,1.9,15.28,81.5,0.666667,
83942,18/08/2014,1200,0,,10.6,,,,,,
83942,19/08/2014,0000,,24.4,,10.4,2.5,16.84,77.75,0.666667,
83942,19/08/2014,1200,0,,12.4,,,,,,
83942,20/08/2014,0000,,26.4,,10.2,3.1,19.4,53,1.333333,
83942,20/08/2014,1200,0,,14,,,,,,
83942,21/08/2014,0000,,24,,10.6,6.5,18.36,54.5,0.666667,
83942,21/08/2014,1200,0,,14,,,,,,
83942,22/08/2014,0000,,27,,10.3,7.1,20.56,57.5,0.666667,
83942,22/08/2014,1200,0,,15.8,,,,,,
83942,23/08/2014,0000,,28.2,,9.9,7.3,22.68,51,1.666667,
83942,23/08/2014,1200,0,,18.2,,,,,,
83942,24/08/2014,0000,,29.4,,10,10.1,24.08,43,3,
83942,24/08/2014,1200,0,,19.8,,,,,,
83942,25/08/2014,0000,,24.2,,0,14.2,17.04,79.25,2.333333,
83942,25/08/2014,1200,0,,8.8,,,,,,
83942,26/08/2014,0000,,13.2,,9.4,2.2,8.28,65.75,4.333333,
83942,26/08/2014,1200,7.5,,5.2,,,,,,
83942,27/08/2014,0000,,13.4,,9.8,3.5,6.76,70.25,2.333333,
83942,27/08/2014,1200,0,,3.4,,,,,,
83942,28/08/2014,0000,,14.4,,10.1,3.1,7.64,71.25,1.666667,
83942,28/08/2014,1200,0,,3.4,,,,,,
83942,29/08/2014,0000,,21.6,,10.5,2.8,12.28,72,1,
83942,29/08/2014,1200,0,,5,,,,,,
83942,30/08/2014,0000,,24.4,,10,3.3,17.28,68.75,1,
83942,30/08/2014,1200,0,,10.8,,,,,,
83942,31/08/2014,0000,,20.4,,0.3,4.6,16.56,92.5,2.333333,
83942,31/08/2014,1200,34,,13.4,,,,,,
83942,01/09/2014,0000,,22.2,,9.3,,16.24,85,1.02888,
83942,01/09/2014,1200,0,,14.8,,,,,,
83942,02/09/2014,0000,,16.6,,0,,14.48,91.75,2.40072,
83942,02/09/2014,1200,0,,9.4,,,,,,
83942,03/09/2014,0000,,20,,4.4,,14.24,83.25,1.7148,
83942,03/09/2014,1200,23.8,,12.2,,,,,,
83942,04/09/2014,0000,,20.2,,8.1,,14.12,74.25,4.45848,
83942,04/09/2014,1200,0,,11,,,,,,
83942,05/09/2014,0000,,17.8,,0,,14.8,73.75,3.08664,
83942,05/09/2014,1200,0,,12.8,,,,,,
83942,06/09/2014,0000,,22.4,,5,,15.84,82,5.83032,
83942,06/09/2014,1200,0,,12.6,,,,,,
83942,07/09/2014,0000,,19.4,,2.9,,15.2,94.5,0.34296,
83942,07/09/2014,1200,34,,13.8,,,,,,
83942,08/09/2014,0000,,27,,10.8,,19.52,74,1.02888,
83942,08/09/2014,1200,0,,12.6,,,,,,
83942,09/09/2014,0000,,29.8,,10.4,,23.56,50.75,3.08664,
83942,09/09/2014,1200,0,,17.2,,,,,,
83942,10/09/2014,0000,,24.6,,0.6,,17.88,83.25,2.05776,
83942,10/09/2014,1200,0,,20.4,,,,,,
83942,11/09/2014,0000,,12,,0,,10.28,98.75,1.02888,
83942,11/09/2014,1200,22,,9.2,,,,,,
83942,12/09/2014,0000,,21.2,,2.6,,16.28,84.75,1.7148,
83942,12/09/2014,1200,14,,10,,,,,,
83942,13/09/2014,0000,,27,,8.6,,21.16,73.75,1.02888,
83942,13/09/2014,1200,0,,16.8,,,,,,
83942,14/09/2014,0000,,29.6,,9.9,,21.8,57.25,2.40072,
83942,14/09/2014,1200,0,,17.8,,,,,,
83942,15/09/2014,0000,,21,,3.7,,16.16,87.75,3.77256,
83942,15/09/2014,1200,27.4,,17.2,,,,,,
83942,16/09/2014,0000,,18.2,,10.3,,11.96,72,2.05776,
83942,16/09/2014,1200,2.8,,8.4,,,,,,
83942,17/09/2014,0000,,21.8,,3.8,,13.8,81.5,1.02888,
83942,17/09/2014,1200,0,,7.2,,,,,,
83942,18/09/2014,0000,,18.4,,,,15.52,85.75,1.7148,
83942,18/09/2014,1200,0,,13,,,,,,
83942,19/09/2014,0000,,19.6,,0.7,,16.6,87,1.02888,
83942,19/09/2014,1200,0.3,,14.2,,,,,,
83942,20/09/2014,0000,,19.2,,6.4,,15.96,81,3.77256,
83942,20/09/2014,1200,1.5,,15.2,,,,,,
83942,21/09/2014,0000,,14.6,,2.5,,11.28,84.25,2.74368,
83942,21/09/2014,1200,0,,10,,,,,,
83942,22/09/2014,0000,,22.6,,11.3,,14.84,57,3.08664,
83942,22/09/2014,1200,0,,6.8,,,,,,
83942,23/09/2014,0000,,25.6,,10.2,,18.2,58,1.7148,
83942,23/09/2014,1200,0,,11,,,,,,
83942,24/09/2014,0000,,19.8,,0.6,,15.6,91.5,1.7148,
83942,24/09/2014,1200,7.5,,14.4,,,,,,
83942,25/09/2014,0000,,26.8,,10.5,,19.96,67,3.08664,
83942,25/09/2014,1200,0,,13,,,,,,
83942,26/09/2014,0000,,21,,6.4,,15.48,88,3.08664,
83942,26/09/2014,1200,22.3,,14.2,,,,,,
83942,27/09/2014,0000,,17,,0.4,,13.24,90,1.02888,
83942,27/09/2014,1200,0,,10.2,,,,,,
83942,28/09/2014,0000,,20.4,,1,,17.08,81.75,3.08664,
83942,28/09/2014,1200,0,,14,,,,,,
83942,29/09/2014,0000,,19,,0,,17.96,93,1.37184,
83942,29/09/2014,1200,20.3,,16,,,,,,
83942,30/09/2014,0000,,18.2,,0,,16.56,98.5,1.02888,
83942,30/09/2014,1200,1.3,,16,,,,,,
83942,01/10/2014,0000,,17.4,,1.3,,14.2,90.5,2.40072,
83942,01/10/2014,1200,13.5,,14.8,,,,,,
83942,02/10/2014,0000,,18.2,,11.1,,12.64,76.25,3.08664,
83942,02/10/2014,1200,0.7,,9.4,,,,,,
83942,03/10/2014,0000,,20,,10,,13.04,68.5,3.08664,
83942,03/10/2014,1200,0,,8.6,,,,,,
83942,04/10/2014,0000,,21.8,,7.6,,14.72,66.25,3.77256,
83942,04/10/2014,1200,0,,10,,,,,,
83942,05/10/2014,0000,,22.4,,4.7,,16.16,65.5,3.77256,
83942,05/10/2014,1200,0,,12,,,,,,
83942,06/10/2014,0000,,17.6,,0,,14.84,76.5,2.74368,
83942,06/10/2014,1200,0,,12,,,,,,
83942,07/10/2014,0000,,25.8,,9.5,,18.76,73.5,1.02888,
83942,07/10/2014,1200,0,,13.8,,,,,,
83942,08/10/2014,0000,,27.2,,10.6,,21.12,67.25,0.68592,
83942,08/10/2014,1200,0,,15.2,,,,,,
83942,09/10/2014,0000,,28.8,,1.4,,21.92,66.75,1.7148,
83942,09/10/2014,1200,0,,17.2,,,,,,
83942,10/10/2014,0000,,30.6,,5.1,,21,78,2.40072,
83942,10/10/2014,1200,0,,19.4,,,,,,
83942,11/10/2014,0000,,18.6,,0,,14.72,97,0.68592,
83942,11/10/2014,1200,5.8,,11.8,,,,,,
83942,12/10/2014,0000,,28.2,,4.4,,20.24,89.75,1.02888,
83942,12/10/2014,1200,22.6,,14.8,,,,,,
83942,13/10/2014,0000,,19.4,,0,,16.32,99,1.02888,
83942,13/10/2014,1200,2,,15.6,,,,,,
83942,14/10/2014,0000,,20.6,,3.6,,16.56,92.5,1.7148,
83942,14/10/2014,1200,40.8,,14.4,,,,,,
83942,15/10/2014,0000,,29,,10.1,,21.84,63.5,2.40072,
83942,15/10/2014,1200,0,,15,,,,,,
83942,16/10/2014,0000,,23.4,,0,,19.04,76.75,4.45848,
83942,16/10/2014,1200,0,,12.8,,,,,,
83942,17/10/2014,0000,,20,,0,,17.96,85.75,1.7148,
83942,17/10/2014,1200,40.1,,16.2,,,,,,
83942,18/10/2014,0000,,20.2,,0,,18.28,82.5,2.40072,
83942,18/10/2014,1200,38.9,,16.2,,,,,,
83942,19/10/2014,0000,,21,,1.7,,17.48,92.5,2.40072,
83942,19/10/2014,1200,37.7,,15.4,,,,,,
83942,20/10/2014,0000,,20,,10.5,,14.44,69.5,3.08664,
83942,20/10/2014,1200,3.5,,11.2,,,,,,
83942,21/10/2014,0000,,22,,11.9,,15.4,74.25,1.02888,
83942,21/10/2014,1200,0,,10,,,,,,
83942,22/10/2014,0000,,25.4,,11.2,,17.92,65.25,2.40072,
83942,22/10/2014,1200,0,,11,,,,,,
83942,23/10/2014,0000,,26.8,,11.7,,19.12,65.5,0.68592,
83942,23/10/2014,1200,0,,13,,,,,,
83942,24/10/2014,0000,,26,,8.4,,20.32,76.5,2.40072,
83942,24/10/2014,1200,0,,17,,,,,,
83942,25/10/2014,0000,,26.4,,9.1,,19.88,85.75,1.7148,
83942,25/10/2014,1200,0,,15.2,,,,,,
83942,26/10/2014,0000,,26.8,,11.4,,20.88,78.25,1.02888,
83942,26/10/2014,1200,0,,16,,,,,,
83942,27/10/2014,0000,,31.2,,11.3,,23.04,65.25,1.7148,
83942,27/10/2014,1200,0,,17,,,,,,
83942,28/10/2014,0000,,31.2,,11.6,,24.32,59.5,2.40072,
83942,28/10/2014,1200,0,,19,,,,,,
83942,29/10/2014,0000,,33,,11.6,,27.36,48.25,3.08664,
83942,29/10/2014,1200,0,,21.8,,,,,,
83942,30/10/2014,0000,,27.8,,2.9,,18.88,92.25,1.7148,
83942,30/10/2014,1200,2.1,,15.2,,,,,,
83942,31/10/2014,0000,,27.4,,8.1,,20.68,83.5,1.02888,
83942,31/10/2014,1200,1.4,,15.8,,,,,,
83942,01/11/2014,0000,,22.2,,0,,18.8,77.5,1,
83942,01/11/2014,1200,0,,17.2,,,,,,
83942,02/11/2014,0000,,21.2,,0,,18.8,90.75,1.666667,
83942,02/11/2014,1200,3.2,,17.2,,,,,,
83942,03/11/2014,0000,,30,,5.6,,24.6,68,1.666667,
83942,03/11/2014,1200,3,,18,,,,,,
83942,04/11/2014,0000,,26.2,,0.4,,19,95.5,1,
83942,04/11/2014,1200,17.6,,18.6,,,,,,
83942,05/11/2014,0000,,21,,12.1,,14.52,78.5,3,
83942,05/11/2014,1200,5.5,,10.4,,,,,,
83942,06/11/2014,0000,,24.2,,3.8,,18.52,82.25,2.333333,
83942,06/11/2014,1200,0,,12.8,,,,,,
83942,07/11/2014,0000,,23.2,,3.1,,18.88,88.5,1.666667,
83942,07/11/2014,1200,18.9,,17,,,,,,
83942,08/11/2014,0000,,26.4,,11.5,,19.52,64,1,
83942,08/11/2014,1200,23.9,,14.8,,,,,,
83942,09/11/2014,0000,,26.4,,12.2,,20.88,54.75,0.666667,
83942,09/11/2014,1200,0,,16,,,,,,
83942,10/11/2014,0000,,27.4,,12.1,,21.44,62.25,1,
83942,10/11/2014,1200,0,,16.6,,,,,,
83942,11/11/2014,0000,,26.4,,4.2,,22.28,60.5,1.333333,
83942,11/11/2014,1200,0,,18.2,,,,,,
83942,12/11/2014,0000,,23,,0.5,,17.88,93.25,2.333333,
83942,12/11/2014,1200,2,,17,,,,,,
83942,13/11/2014,0000,,17.4,,1.8,,14.24,92.5,2.333333,
83942,13/11/2014,1200,10.1,,13.2,,,,,,
83942,14/11/2014,0000,,20.4,,10.3,,14.92,77.25,1,
83942,14/11/2014,1200,3.8,,11.2,,,,,,
83942,15/11/2014,0000,,23,,11.9,,17.12,60,2.333333,
83942,15/11/2014,1200,0,,11,,,,,,
83942,16/11/2014,0000,,25,,12.3,,19.32,49.25,1.333333,
83942,16/11/2014,1200,0,,13.4,,,,,,
83942,17/11/2014,0000,,26,,12.2,,19.88,62.5,2.333333,
83942,17/11/2014,1200,0,,14.4,,,,,,
83942,18/11/2014,0000,,29.4,,12.4,,22.36,43.25,1,
83942,18/11/2014,1200,0,,15.4,,,,,,
83942,19/11/2014,0000,,27.8,,5.6,,22.16,63.25,3,
83942,19/11/2014,1200,0,,15.4,,,,,,
83942,20/11/2014,0000,,27.6,,6.3,,21.28,77.75,1.666667,
83942,20/11/2014,1200,1.7,,17.2,,,,,,
83942,21/11/2014,0000,,29,,7.5,,21.88,78.75,1.666667,
83942,21/11/2014,1200,11.6,,17.2,,,,,,
83942,22/11/2014,0000,,25.4,,8.4,,20.04,74.75,2.333333,
83942,22/11/2014,1200,3.8,,19.2,,,,,,
83942,23/11/2014,0000,,24.4,,11.6,,18.36,65.25,1,
83942,23/11/2014,1200,0,,13,,,,,,
83942,24/11/2014,0000,,31.2,,11.1,,23.64,64.25,1.333333,
83942,24/11/2014,1200,0,,14,,,,,,
83942,25/11/2014,0000,,25.6,,2.4,,20,84.75,1,
83942,25/11/2014,1200,8.3,,18.4,,,,,,
83942,26/11/2014,0000,,24.6,,7,,19.84,86,1.666667,
83942,26/11/2014,1200,9.1,,17,,,,,,
83942,27/11/2014,0000,,24.6,,8.9,,19.84,77.5,2.333333,
83942,27/11/2014,1200,0,,16,,,,,,
83942,28/11/2014,0000,,26.4,,9.8,,20.44,74.5,2.333333,
83942,28/11/2014,1200,0,,15.2,,,,,,
83942,29/11/2014,0000,,30.6,,10.3,,24.08,51,2.333333,
83942,29/11/2014,1200,0,,17.8,,,,,,
83942,30/11/2014,0000,,29,,5.3,,23.6,66,3.666667,
83942,30/11/2014,1200,0,,18.4,,,,,,
83942,01/12/2014,0000,,28.6,,0,,23.44,81.5,2.05776,
83942,01/12/2014,1200,0,,19.4,,,,,,
83942,02/12/2014,0000,,30,,0,,24.24,82.75,2.74368,
83942,02/12/2014,1200,0.7,,20.6,,,,,,
83942,03/12/2014,0000,,24,,7.3,,18.84,78.75,2.74368,
83942,03/12/2014,1200,29.9,,18.4,,,,,,
83942,04/12/2014,0000,,24.6,,9,,18.64,72.25,2.40072,
83942,04/12/2014,1200,0.5,,13.8,,,,,,
83942,05/12/2014,0000,,28,,9.4,,20.16,50.75,3.77256,
83942,05/12/2014,1200,0,,13,,,,,,
83942,06/12/2014,0000,,30.4,,11.2,,21.36,57,2.05776,
83942,06/12/2014,1200,0,,14,,,,,,
83942,07/12/2014,0000,,32.4,,11.2,,25.04,57.25,2.05776,
83942,07/12/2014,1200,0,,17,,,,,,
83942,08/12/2014,0000,,34.6,,8.2,,24.76,68,1.7148,
83942,08/12/2014,1200,0,,21.4,,,,,,
83942,09/12/2014,0000,,30.8,,3.9,,22.6,72,2.40072,
83942,09/12/2014,1200,0.9,,19,,,,,,
83942,10/12/2014,0000,,27.8,,6.3,,23.2,80.5,2.40072,
83942,10/12/2014,1200,6.4,,19.8,,,,,,
83942,11/12/2014,0000,,22.4,,0,,19.48,97,1.7148,
83942,11/12/2014,1200,13.1,,19,,,,,,
83942,12/12/2014,0000,,26,,0,,20.92,91.25,1.02888,
83942,12/12/2014,1200,0.5,,18,,,,,,
83942,13/12/2014,0000,,23.4,,1.8,,18.88,93.5,1.7148,
83942,13/12/2014,1200,5.6,,17,,,,,,
83942,14/12/2014,0000,,22,,10.6,,16.44,78,3.08664,
83942,14/12/2014,1200,11.8,,12.2,,,,,,
83942,15/12/2014,0000,,25.8,,10.1,,18.6,68,3.08664,
83942,15/12/2014,1200,0,,12.6,,,,,,
83942,16/12/2014,0000,,26.6,,3.9,,21.08,76.75,1.7148,
83942,16/12/2014,1200,0,,16.4,,,,,,
83942,17/12/2014,0000,,25.2,,0.3,,21.64,80.75,2.40072,
83942,17/12/2014,1200,0.4,,19,,,,,,
83942,18/12/2014,0000,,25.6,,9.5,,20.72,77,1.7148,
83942,18/12/2014,1200,1.7,,18.4,,,,,,
83942,19/12/2014,0000,,25.4,,9.5,,21.72,73.75,1.7148,
83942,19/12/2014,1200,0,,17,,,,,,
83942,20/12/2014,0000,,32.6,,9.4,,23.04,79.25,5.31588,
83942,20/12/2014,1200,0,,19.2,,,,,,
83942,21/12/2014,0000,,24.6,,0.7,,20.16,92.5,1.7148,
83942,21/12/2014,1200,65.3,,17.4,,,,,,
83942,22/12/2014,0000,,19.6,,1.6,,15.76,88,1.7148,
83942,22/12/2014,1200,31.8,,14.6,,,,,,
83942,23/12/2014,0000,,20,,10.5,,15.44,68.5,3.08664,
83942,23/12/2014,1200,0.9,,11,,,,,,
83942,24/12/2014,0000,,24.6,,7.9,,18.12,71.5,1.7148,
83942,24/12/2014,1200,0,,11.8,,,,,,
83942,25/12/2014,0000,,28.4,,10.6,,22.2,69.25,2.40072,
83942,25/12/2014,1200,0,,15.4,,,,,,
83942,26/12/2014,0000,,27.4,,1.4,,22.16,84.25,1.7148,
83942,26/12/2014,1200,0,,19.8,,,,,,
83942,27/12/2014,0000,,24.6,,0.4,,21.12,92.25,2.40072,
83942,27/12/2014,1200,21.9,,18.4,,,,,,
83942,28/12/2014,0000,,25,,0.5,,21.64,92.75,1.7148,
83942,28/12/2014,1200,10.5,,20.2,,,,,,
83942,29/12/2014,0000,,26.4,,7.6,,21.72,79.75,1.37184,
83942,29/12/2014,1200,7.3,,17.4,,,,,,
83942,30/12/2014,0000,,26.6,,0.8,,22.12,83.75,1.37184,
83942,30/12/2014,1200,0,,19.8,,,,,,
83942,31/12/2014,0000,,24.4,,2.5,,21.88,85.5,3.08664,
83942,31/12/2014,1200,0.8,,20,,,,,,
83942,01/01/2015,0000,,22.4,,0.7,0.5,21.72,81.25,3,
83942,01/01/2015,1200,15.5,,20.2,,,,,,
83942,02/01/2015,0000,,22,,3,0.4,17.88,89,1.333333,
83942,02/01/2015,1200,42.5,,16.6,,,,,,
83942,03/01/2015,0000,,24.8,,8.4,0.5,19.08,73.25,1,
83942,03/01/2015,1200,1.4,,14.4,,,,,,
83942,04/01/2015,0000,,27.6,,11.1,1.2,21.48,60.75,1,
83942,04/01/2015,1200,0,,16.6,,,,,,
83942,05/01/2015,0000,,31.6,,9.6,2.7,24.24,67.75,1,
83942,05/01/2015,1200,0,,17.6,,,,,,
83942,06/01/2015,0000,,33.4,,9.6,1.6,25.96,65.25,2.333333,
83942,06/01/2015,1200,0,,20.2,,,,,,
83942,07/01/2015,0000,,31.2,,6.8,2,25,73.25,0.666667,
83942,07/01/2015,1200,0,,22.4,,,,,,
83942,08/01/2015,0000,,29.6,,4.4,1.4,23.68,85.5,2.333333,
83942,08/01/2015,1200,0,,21.2,,,,,,
83942,09/01/2015,0000,,31.8,,7.3,1.2,23.36,78.25,3,
83942,09/01/2015,1200,7.6,,20.2,,,,,,
83942,10/01/2015,0000,,29.4,,9.2,4.7,24.4,79.25,1.666667,
83942,10/01/2015,1200,31.3,,20,,,,,,
83942,11/01/2015,0000,,31.4,,5.4,3.8,23.92,78,1.666667,
83942,11/01/2015,1200,0.8,,20.2,,,,,,
83942,12/01/2015,0000,,30.8,,10.3,4.7,24.6,77.5,3,
83942,12/01/2015,1200,9.5,,20.6,,,,,,
83942,13/01/2015,0000,,33.4,,10.2,4.7,26.76,67.75,1.666667,
83942,13/01/2015,1200,0,,22,,,,,,
83942,14/01/2015,0000,,31.8,,4.6,6.1,22.64,85.75,2.333333,
83942,14/01/2015,1200,7,,20,,,,,,
83942,15/01/2015,0000,,24.2,,0.8,2.9,20.12,93.5,1.666667,
83942,15/01/2015,1200,7.9,,18.6,,,,,,
83942,16/01/2015,0000,,29,,5.2,1.6,22.88,85.5,1.333333,
83942,16/01/2015,1200,0.2,,18.2,,,,,,
83942,17/01/2015,0000,,25.6,,1,4.6,22.44,86.5,1,
83942,17/01/2015,1200,1.4,,21.2,,,,,,
83942,18/01/2015,0000,,27,,3,1.5,22.44,87,1,
83942,18/01/2015,1200,21.7,,20,,,,,,
83942,19/01/2015,0000,,29.2,,10.2,2.2,24.28,72.5,0.666667,
83942,19/01/2015,1200,0.2,,20.4,,,,,,
83942,20/01/2015,0000,,24.6,,0.1,4,21.2,87.25,1.666667,
83942,20/01/2015,1200,0.4,,19.6,,,,,,
83942,21/01/2015,0000,,22.2,,4.7,1.9,17.8,88,3.666667,
83942,21/01/2015,1200,5.7,,14.8,,,,,,
83942,22/01/2015,0000,,24.4,,11.6,1.5,18.04,69.75,3,
83942,22/01/2015,1200,2.8,,12.8,,,,,,
83942,23/01/2015,0000,,27.2,,11,6.2,20.64,65,1.666667,
83942,23/01/2015,1200,0,,15.2,,,,,,
83942,24/01/2015,0000,,29.4,,9.3,5.2,22.96,66.5,0.666667,
83942,24/01/2015,1200,0,,17.2,,,,,,
83942,25/01/2015,0000,,31,,11.4,4.2,23.84,63.5,2,
83942,25/01/2015,1200,0.7,,18.2,,,,,,
83942,26/01/2015,0000,,29.6,,7.9,6.6,24.28,75.75,1,
83942,26/01/2015,1200,0,,19.8,,,,,,
83942,27/01/2015,0000,,31,,8.5,4.9,23.8,77.25,2.333333,
83942,27/01/2015,1200,0,,20.6,,,,,,
83942,28/01/2015,0000,,29.4,,3.1,4.8,23.56,81.5,1.333333,
83942,28/01/2015,1200,0.8,,19.8,,,,,,
83942,29/01/2015,0000,,23.2,,2.6,3.3,18.88,88.75,3.133333,
83942,29/01/2015,1200,3.6,,16.2,,,,,,
83942,30/01/2015,0000,,22.6,,6.4,1.9,17.4,80.75,3,
83942,30/01/2015,1200,7.6,,13.2,,,,,,
83942,31/01/2015,0000,,22.8,,3.4,3.4,18.92,83.75,1,
83942,31/01/2015,1200,0,,14.8,,,,,,
83942,01/02/2015,0000,,26.8,,7,2.3,20.84,83,2,
83942,01/02/2015,1200,0,,17.4,,,,,,
83942,02/02/2015,0000,,29.4,,9.8,2.8,23.36,76,2,
83942,02/02/2015,1200,2.8,,18.6,,,,,,
83942,03/02/2015,0000,,28.8,,9.4,5,23.24,73.75,1.666667,
83942,03/02/2015,1200,0,,19.8,,,,,,
83942,04/02/2015,0000,,29,,6.3,4.5,21.92,77,3,
83942,04/02/2015,1200,0,,18.2,,,,,,
83942,05/02/2015,0000,,26.2,,11.3,3.8,20.64,72.5,2.333333,
83942,05/02/2015,1200,0.3,,16.6,,,,,,
83942,06/02/2015,0000,,24,,7.3,4.6,19.24,84.25,3,
83942,06/02/2015,1200,0,,16,,,,,,
83942,07/02/2015,0000,,24,,7.7,2.9,18.52,78,1,
83942,07/02/2015,1200,2.7,,14,,,,,,
83942,08/02/2015,0000,,30.6,,10.7,3.8,22.08,66.75,0.666667,
83942,08/02/2015,1200,0,,14.4,,,,,,
83942,09/02/2015,0000,,27.8,,4.2,5.4,23.48,73.75,3,
83942,09/02/2015,1200,0,,20,,,,,,
83942,10/02/2015,0000,,31,,3.5,4.9,23.2,81.25,1.666667,
83942,10/02/2015,1200,2.8,,20.2,,,,,,
83942,11/02/2015,0000,,27.2,,1.2,4.4,22.12,90.75,1.333333,
83942,11/02/2015,1200,8,,19,,,,,,
83942,12/02/2015,0000,,28.2,,7.5,1.2,23.48,88.5,2,
83942,12/02/2015,1200,4.8,,21,,,,,,
83942,13/02/2015,0000,,27.8,,8,2.6,22.52,82,1,
83942,13/02/2015,1200,0,,20.4,,,,,,
83942,14/02/2015,0000,,25.6,,9.6,3.3,20.36,85.5,3,
83942,14/02/2015,1200,0,,18,,,,,,
83942,15/02/2015,0000,,25.4,,6.4,3,19.72,78.25,2.333333,
83942,15/02/2015,1200,0.6,,17,,,,,,
83942,16/02/2015,0000,,23.4,,4.1,4.1,18.92,83.25,2.333333,
83942,16/02/2015,1200,0,,14.8,,,,,,
83942,17/02/2015,0000,,25.9,,6.5,3.1,20.22,75.5,2.333333,
83942,17/02/2015,1200,0,,15.2,,,,,,
83942,18/02/2015,0000,,26.4,,6.3,3.4,21.32,81.25,1.666667,
83942,18/02/2015,1200,0,,17.6,,,,,,
83942,19/02/2015,0000,,28,,6.3,3.2,22.52,85.75,2,
83942,19/02/2015,1200,8.2,,19.4,,,,,,
83942,20/02/2015,0000,,22,,0.4,2.6,19.16,96,1,
83942,20/02/2015,1200,15.3,,17,,,,,,
83942,21/02/2015,0000,,25.2,,5.4,0.8,20.4,93,0.333333,
83942,21/02/2015,1200,1.9,,17.4,,,,,,
83942,22/02/2015,0000,,27,,2.6,1.4,20.36,89.75,1.333333,
83942,22/02/2015,1200,21.9,,18,,,,,,
83942,23/02/2015,0000,,26.2,,5,2.8,21.8,79.75,0.666667,
83942,23/02/2015,1200,3.6,,18,,,,,,
83942,24/02/2015,0000,,27.2,,7.7,3.2,21.64,72.25,1,
83942,24/02/2015,1200,0.5,,17.8,,,,,,
83942,25/02/2015,0000,,29,,10.3,4.5,22.4,72.25,0.666667,
83942,25/02/2015,1200,0,,18,,,,,,
83942,26/02/2015,0000,,30,,4.5,4.2,21.2,83,1.333333,
83942,26/02/2015,1200,0,,18.2,,,,,,
83942,27/02/2015,0000,,25,,5,3.5,20.6,87,2.333333,
83942,27/02/2015,1200,2,,18.2,,,,,,
83942,28/02/2015,0000,,25,,10.2,2.7,19.44,76,3,
83942,28/02/2015,1200,4.6,,15.6,,,,,,
83942,01/03/2015,0000,,28,,9.8,4.1,21.68,61.25,2.333333,
83942,01/03/2015,1200,0,,16.4,,,,,,
83942,02/03/2015,0000,,28.6,,7.9,6,22.4,70.75,2,
83942,02/03/2015,1200,0,,17.2,,,,,,
83942,03/03/2015,0000,,30.2,,8.2,5.8,23.92,69.25,2.333333,
83942,03/03/2015,1200,0,,19.6,,,,,,
83942,04/03/2015,0000,,30.6,,8.2,5.9,23.24,78,1.333333,
83942,04/03/2015,1200,0,,19.8,,,,,,
83942,05/03/2015,0000,,26,,4.9,3.9,22.08,90,1,
83942,05/03/2015,1200,14.8,,20.2,,,,,,
83942,06/03/2015,0000,,24.6,,6.3,1.7,20.16,86,1.333333,
83942,06/03/2015,1200,4.2,,18.6,,,,,,
83942,07/03/2015,0000,,26.2,,9.2,2.6,20,79.5,1,
83942,07/03/2015,1200,0,,15.8,,,,,,
83942,08/03/2015,0000,,26.8,,8.2,3.2,21.12,77.75,1.666667,
83942,08/03/2015,1200,0,,15.6,,,,,,
83942,09/03/2015,0000,,26.4,,4.6,3.2,20.72,89.25,1,
83942,09/03/2015,1200,5.8,,17,,,,,,
83942,10/03/2015,0000,,20.4,,0,1.5,18.8,96.5,1.666667,
